Id,Probability
466,0.001776249
467,0.008756331
468,0.270733269
469,0.030797316
470,0.207471700
471,0.550162538
472,0.000000000
473,0.024029677
474,0.004617042
475,0.129124207
476,0.374958993
477,0.113064583
478,0.002244125
479,0.218598205
480,0.004617042
481,0.089907044
482,0.007691203
483,0.180130660
484,0.147871956
485,0.106158222
486,0.019444141
487,0.175950666
488,0.000325525
489,0.007691203
490,0.068857548
491,0.031175350
492,0.073829528
493,0.588226002
494,0.011125050
495,0.624762091
496,0.028564404
497,0.233545643
498,0.007542275
499,0.259568355
500,0.049674846
501,0.044022104
502,0.150635546
503,0.414725364
504,0.024292836
505,0.000000000
506,0.025829512
507,0.491861279
508,0.105224439
509,0.646138042
510,0.165806294
511,0.803107321
512,0.101747343
513,0.142468195
514,0.060398166
515,0.237853385
516,0.631080781
517,0.144275155
518,0.596509338
519,0.116027372
520,0.094278669
521,0.467240844
522,0.036149498
523,0.031657981
524,0.006430362
525,0.478786926
526,0.017728373
527,0.009491121
528,0.692555104
529,0.370475063
530,0.000000000
531,0.234441705
532,0.107120375
533,0.649116579
534,0.074386070
535,0.704339942
536,0.000000000
537,0.188885996
538,0.338169308
539,0.004862403
540,0.113379369
541,0.000000000
542,0.000000000
543,0.010166452
544,0.604863916
545,0.002327047
546,0.099110636
547,0.005469322
548,0.726536268
549,0.141871223
550,0.182975026
551,0.006941571
552,0.000325525
553,0.005580410
554,0.005842742
555,0.002840793
556,0.700027385
557,0.017302523
558,0.000000000
559,0.000000000
560,0.046476356
561,0.277255148
562,0.000000000
563,0.008409785
564,0.050803077
565,0.037184747
566,0.199089967
567,0.009984462
568,0.085690217
569,0.243084340
570,0.047051523
571,0.087772277
572,0.339957143
573,0.293313232
574,0.151766304
575,0.049662848
576,0.586970082
577,0.057785214
578,0.331496052
579,0.048956860
580,0.634707346
581,0.000000000
582,0.001785616
583,0.004336364
584,0.022982114
585,0.276630968
586,0.137522248
587,0.085079961
588,0.005436063
589,0.641151860
590,0.114065579
591,0.227744726
592,0.261989049
593,0.045822273
594,0.008742595
595,0.050951409
596,0.088605166
597,0.119767789
598,0.805047758
599,0.050089289
600,0.000325525
601,0.000325525
602,0.000000000
603,0.164928492
604,0.108791971
605,0.845319074
606,0.053231510
607,0.003605238
608,0.000325525
609,0.107168935
610,0.000000000
611,0.271756604
612,0.001734865
613,0.050651265
614,0.014865983
615,0.164972768
616,0.598138972
617,0.139776219
618,0.036848113
619,0.068291397
620,0.602384801
621,0.133543196
622,0.006627725
623,0.350580494
624,0.012987455
625,0.027800969
626,0.104619722
627,0.757833797
628,0.206855050
629,0.047332819
630,0.269828444
631,0.125247296
632,0.121710097
633,0.002114946
634,0.802612537
635,0.182006782
636,0.007330729
637,0.641981827
638,0.016078166
639,0.056479546
640,0.208637127
641,0.008578588
642,0.009077736
643,0.000000000
644,0.004701150
645,0.179897504
646,0.902015942
647,0.298771915
648,0.115727162
649,0.043909395
650,0.679419845
651,0.166120175
652,0.161954602
653,0.114240767
654,0.069616619
655,0.404246425
656,0.633255124
657,0.245737405
658,0.764546356
659,0.603478350
660,0.315498059
661,0.005240438
662,0.066889723
663,0.142701605
664,0.004814600
665,0.000000000
666,0.018100739
667,0.003716159
668,0.047431571
669,0.082408005
670,0.078079164
671,0.178794582
672,0.002327047
673,0.080530413
674,0.067766416
675,0.000325525
676,0.142942740
677,0.067665610
678,0.433411226
679,0.000000000
680,0.807852045
681,0.280079650
682,0.813470234
683,0.229147634
684,0.014148406
685,0.043477407
686,0.018861430
687,0.007691203
688,0.136498272
689,0.146313407
690,0.003956094
691,0.229285592
692,0.190610021
693,0.009798174
694,0.005512809
695,0.896521885
696,0.253599989
697,0.002840793
698,0.022583062
699,0.006914685
700,0.007774153
701,0.005997847
702,0.468242669
703,0.407515180
704,0.082634379
705,0.015645575
706,0.000000000
707,0.000000000
708,0.196112542
709,0.299934762
710,0.236333444
711,0.237560047
712,0.043404957
713,0.309001204
714,0.116217757
715,0.147229879
716,0.415919266
717,0.005426346
718,0.178238120
719,0.006003581
720,0.109923370
721,0.387325306
722,0.323912237
723,0.000000000
724,0.131210998
725,0.174829924
726,0.218271768
727,0.001255813
728,0.224116498
729,0.126736892
730,0.915734834
731,0.034250937
732,0.051433921
733,0.069944083
734,0.486900678
735,0.679572113
736,0.033482204
737,0.000000000
738,0.075405849
739,0.024236217
740,0.217858878
741,0.055479820
742,0.177688813
743,0.013635839
744,0.028382775
745,0.046596818
746,0.574329107
747,0.628323679
748,0.134146720
749,0.000325525
750,0.000000000
751,0.000000000
752,0.000000000
753,0.211141685
754,0.000325525
755,0.614461595
756,0.344172217
757,0.000000000
758,0.206746317
759,0.329224065
760,0.002287574
761,0.117820788
762,0.346043562
763,0.045924805
764,0.127350659
765,0.001694284
766,0.015942402
767,0.050774105
768,0.351907145
769,0.051196899
770,0.061723872
771,0.133023931
772,0.030311511
773,0.021453977
774,0.752376391
775,0.000325525
776,0.357253238
777,0.032794085
778,0.128081936
779,0.639757307
780,0.023579313
781,0.008995151
782,0.331496052
783,0.126834473
784,0.007521124
785,0.028379303
786,0.337251340
787,0.109083937
788,0.006359780
789,0.908868212
790,0.410047258
791,0.684074775
792,0.030559299
793,0.198494789
794,0.006422795
795,0.717326677
796,0.097809967
797,0.038450685
798,0.273236057
799,0.038467270
800,0.856592754
801,0.000000000
802,0.037037980
803,0.006140378
804,0.830760084
805,0.002365037
806,0.385824798
807,0.837913978
808,0.016218181
809,0.323533260
810,0.018635893
811,0.042838779
812,0.045339545
813,0.037200571
814,0.651190221
815,0.012447293
816,0.420389139
817,0.000325525
818,0.547286453
819,0.012301255
820,0.242231875
821,0.145649905
822,0.340962662
823,0.164085534
824,0.876480103
825,0.726578253
826,0.228400047
827,0.138159682
828,0.017029960
829,0.076380881
830,0.035646596
831,0.115679627
832,0.011457743
833,0.154235225
834,0.004098995
835,0.025782950
836,0.201054270
837,0.055867203
838,0.814567770
839,0.000000000
840,0.073627937
841,0.326877586
842,0.006107381
843,0.036916934
844,0.129509623
845,0.784839922
846,0.004173787
847,0.468755696
848,0.005918804
849,0.017609981
850,0.008331688
851,0.102055166
852,0.095996646
853,0.018351937
854,0.029648565
855,0.390281642
856,0.018725442
857,0.007691203
858,0.007236258
859,0.231127037
860,0.105927120
861,0.029842146
862,0.008968352
863,0.089954405
864,0.822406903
865,0.731412128
866,0.008883857
867,0.089373220
868,0.032794055
869,0.119148302
870,0.002565169
871,0.317235519
872,0.068993926
873,0.601819515
874,0.207591943
875,0.029658970
876,0.020488165
877,0.408299725
878,0.000325525
879,0.168176599
880,0.690902271
881,0.087331347
882,0.816646714
883,0.655349515
884,0.438180087
885,0.086228349
886,0.179794461
887,0.016655012
888,0.025361837
889,0.021820607
890,0.092233464
891,0.185150541
892,0.290868369
893,0.316689007
894,0.026451106
895,0.352363676
896,0.532621234
897,0.155219449
898,0.404671429
899,0.055596296
900,0.000325525
901,0.000000000
902,0.082963406
903,0.899638941
904,0.292815014
905,0.388129892
906,0.005169285
907,0.179023317
908,0.774424617
909,0.015608850
910,0.172458121
911,0.039375432
912,0.012895497
913,0.676639458
914,0.126350590
915,0.358373767
916,0.117298504
917,0.263499033
918,0.131380876
919,0.078685008
920,0.213429321
921,0.095821812
922,0.394528268
923,0.000000000
924,0.000000000
925,0.404087259
926,0.114529315
927,0.023639918
928,0.062235442
929,0.120080401
930,0.722607406
931,0.007502936
932,0.046833472
933,0.707189902
934,0.073742854
935,0.026165421
936,0.122296036
937,0.017080421
938,0.074581572
939,0.032849753
940,0.019331260
941,0.267272112
942,0.088525108
943,0.000000000
944,0.011125050
945,0.068365407
946,0.033964685
947,0.002829205
948,0.000325525
949,0.138448168
950,0.072614906
951,0.499346319
952,0.000000000
953,0.151495392
954,0.376831022
955,0.000000000
956,0.084805476
957,0.750155779
958,0.116136281
959,0.211492043
960,0.008500598
961,0.027631504
962,0.031298287
963,0.005731645
964,0.106559919
965,0.690147819
966,0.004377762
967,0.138599451
968,0.000000000
969,0.000000000
970,0.017274127
971,0.010420349
972,0.010783950
973,0.029839324
974,0.577920972
975,0.025524555
976,0.054085924
977,0.435315930
978,0.007762992
979,0.306008979
980,0.000325525
981,0.191542059
982,0.318200330
983,0.020045855
984,0.215145607
985,0.651381753
986,0.010783901
987,0.000325525
988,0.000000000
989,0.864630646
990,0.219966469
991,0.000325525
992,0.000325525
993,0.022230533
994,0.045285796
995,0.337980817
996,0.037766636
997,0.377614204
998,0.378815579
999,0.000000000
1000,0.078422920
1001,0.246398401
1002,0.082247254
1003,0.141803623
1004,0.034739372
1005,0.195043583
1006,0.311814395
1007,0.361247293
1008,0.866267283
1009,0.084505769
1010,0.311534763
1011,0.090681061
1012,0.015530843
1013,0.682802334
1014,0.294414459
1015,0.134965713
1016,0.093756920
1017,0.577080041
1018,0.044506676
1019,0.709191097
1020,0.066291687
1021,0.016741949
1022,0.002608819
1023,0.003815275
1024,0.101921292
1025,0.198838112
1026,0.006941571
1027,0.153832930
1028,0.019828671
1029,0.000325525
1030,0.203762481
1031,0.113534830
1032,0.010767923
1033,0.074573724
1034,0.845940363
1035,0.003013984
1036,0.115963336
1037,0.007691203
1038,0.271184069
1039,0.302521125
1040,0.806052162
1041,0.022458456
1042,0.867115521
1043,0.000325525
1044,0.096557832
1045,0.066391559
1046,0.334638862
1047,0.195298213
1048,0.637180730
1049,0.822665295
1050,0.060988732
1051,0.212000479
1052,0.115732906
1053,0.027302488
1054,0.358969317
1055,0.069530042
1056,0.559401041
1057,0.161646296
1058,0.032626503
1059,0.671913347
1060,0.000325525
1061,0.900997068
1062,0.041633515
1063,0.562614675
1064,0.004383819
1065,0.091249351
1066,0.052416465
1067,0.081569940
1068,0.153269254
1069,0.184410760
1070,0.132690667
1071,0.099492366
1072,0.089378358
1073,0.117019031
1074,0.217822208
1075,0.374874226
1076,0.637892885
1077,0.000000000
1078,0.058611814
1079,0.146781093
1080,0.441666968
1081,0.002244125
1082,0.000000000
1083,0.000000000
1084,0.061442135
1085,0.000000000
1086,0.271795779
1087,0.221105732
1088,0.007929789
1089,0.006422795
1090,0.049724418
1091,0.016223406
1092,0.186144282
1093,0.075206762
1094,0.011704649
1095,0.059446463
1096,0.265552928
1097,0.004566074
1098,0.736489151
1099,0.098960725
1100,0.031059128
1101,0.049874603
1102,0.698667887
1103,0.020837020
1104,0.093728618
1105,0.042774331
1106,0.043046340
1107,0.005453752
1108,0.000000000
1109,0.857799394
1110,0.001776249
1111,0.300339356
1112,0.000000000
1113,0.108933416
1114,0.066310315
1115,0.255711148
1116,0.000000000
1117,0.252529560
1118,0.251036899
1119,0.033323244
1120,0.000000000
1121,0.016426097
1122,0.002840793
1123,0.006177828
1124,0.034437322
1125,0.000325525
1126,0.032991923
1127,0.756803329
1128,0.004825731
1129,0.074729092
1130,0.142030488
1131,0.295285059
1132,0.627438678
1133,0.319449436
1134,0.003956094
1135,0.074423486
1136,0.122224248
1137,0.014732553
1138,0.000325525
1139,0.161511540
1140,0.176564205
1141,0.340881042
1142,0.108509705
1143,0.054447120
1144,0.031843549
1145,0.184317961
1146,0.084000767
1147,0.021274987
1148,0.115847800
1149,0.039875115
1150,0.364507632
1151,0.376859647
1152,0.916291684
1153,0.645681173
1154,0.034954939
1155,0.012236912
1156,0.031263381
1157,0.208983420
1158,0.074425911
1159,0.011211735
1160,0.023287992
1161,0.004995086
1162,0.198686942
1163,0.470953451
1164,0.034484994
1165,0.002608819
1166,0.000000000
1167,0.110476140
1168,0.025607436
1169,0.043005053
1170,0.716579248
1171,0.088238824
1172,0.606628891
1173,0.019991495
1174,0.707510774
1175,0.154429725
1176,0.108173964
1177,0.395376724
1178,0.112920001
1179,0.023609997
1180,0.146467904
1181,0.217069404
1182,0.317623501
1183,0.000000000
1184,0.540662222
1185,0.090883416
1186,0.086109772
1187,0.231163481
1188,0.140876539
1189,0.025069760
1190,0.092837093
1191,0.000325525
1192,0.206147729
1193,0.001694284
1194,0.029416350
1195,0.535008078
1196,0.013031587
1197,0.804573737
1198,0.000000000
1199,0.106689539
1200,0.561168266
1201,0.024219120
1202,0.162721067
1203,0.000325525
1204,0.362465349
1205,0.533776233
1206,0.245422422
1207,0.000325525
1208,0.018035357
1209,0.316885911
1210,0.326359335
1211,0.242140705
1212,0.041054558
1213,0.002608819
1214,0.219276934
1215,0.004730564
1216,0.284972616
1217,0.202187972
1218,0.004488529
1219,0.206105060
1220,0.002662910
1221,0.522001916
1222,0.164467107
1223,0.198290682
1224,0.197186882
1225,0.052132573
1226,0.862948397
1227,0.038054424
1228,0.000000000
1229,0.277160729
1230,0.060347846
1231,0.047664057
1232,0.169532106
1233,0.081783172
1234,0.019185404
1235,0.063562908
1236,0.009981232
1237,0.933170151
1238,0.007646347
1239,0.532107390
1240,0.011838923
1241,0.853502640
1242,0.024383562
1243,0.003956094
1244,0.021773414
1245,0.370216749
1246,0.068469111
1247,0.766346517
1248,0.024145938
1249,0.155697109
1250,0.000000000
1251,0.050884304
1252,0.071494178
1253,0.259994398
1254,0.024599091
1255,0.053350623
1256,0.126899449
1257,0.136954932
1258,0.535190291
1259,0.125186835
1260,0.015055399
1261,0.058749718
1262,0.609510835
1263,0.064517942
1264,0.141195861
1265,0.924534554
1266,0.358812793
1267,0.068429436
1268,0.200047642
1269,0.000000000
1270,0.047564231
1271,0.007250125
1272,0.002346132
1273,0.086917638
1274,0.162837675
1275,0.802117705
1276,0.087445883
1277,0.067864570
1278,0.012168106
1279,0.363803151
1280,0.049370102
1281,0.592001332
1282,0.043008911
1283,0.017438141
1284,0.052440772
1285,0.626281893
1286,0.006003581
1287,0.033296352
1288,0.802328592
1289,0.096040174
1290,0.146515921
1291,0.248001109
1292,0.923770228
1293,0.358990078
1294,0.096337213
1295,0.007542275
1296,0.048090948
1297,0.078003229
1298,0.208314239
1299,0.025742353
1300,0.000325525
1301,0.011311144
1302,0.000000000
1303,0.207441114
1304,0.001998566
1305,0.146030559
1306,0.811820039
1307,0.207210090
1308,0.000325525
1309,0.251090075
1310,0.152708704
1311,0.057689909
1312,0.048167642
1313,0.147832879
1314,0.165206545
1315,0.780384665
1316,0.143376965
1317,0.061526820
1318,0.298446315
1319,0.029194694
1320,0.836770413
1321,0.092235565
1322,0.000325525
1323,0.227210990
1324,0.008528126
1325,0.139587715
1326,0.000325525
1327,0.046066659
1328,0.004260484
1329,0.024236340
1330,0.008542224
1331,0.478377525
1332,0.000325525
1333,0.683837707
1334,0.006708201
1335,0.647825082
1336,0.000325525
1337,0.398959106
1338,0.010477229
1339,0.152255364
1340,0.166520666
1341,0.729953613
1342,0.028094250
1343,0.045393610
1344,0.742575918
1345,0.000325525
1346,0.659656363
1347,0.106984445
1348,0.089171454
1349,0.019162308
1350,0.082052365
1351,0.788232861
1352,0.271320389
1353,0.000000000
1354,0.239805135
1355,0.000000000
1356,0.113009633
1357,0.191843137
1358,0.822668106
1359,0.007714049
1360,0.042721897
1361,0.031292717
1362,0.046701457
1363,0.173009558
1364,0.207514447
1365,0.216384718
1366,0.007500234
1367,0.077043707
1368,0.009556747
1369,0.016523163
1370,0.063707734
1371,0.599996154
1372,0.005512809
1373,0.240037465
1374,0.361837160
1375,0.528605122
1376,0.014326060
1377,0.167220417
1378,0.001776249
1379,0.021288741
1380,0.289077984
1381,0.445392172
1382,0.008092387
1383,0.021909276
1384,0.671243246
1385,0.000325525
1386,0.043536888
1387,0.008333856
1388,0.002608819
1389,0.004752002
1390,0.153528800
1391,0.177895115
1392,0.138865219
1393,0.047746416
1394,0.141194555
1395,0.056690485
1396,0.001776249
1397,0.008320195
1398,0.000325525
1399,0.045813964
1400,0.271256379
1401,0.092420305
1402,0.003851753
1403,0.061361392
1404,0.574796567
1405,0.145146737
1406,0.000325525
1407,0.159733859
1408,0.530000086
1409,0.419790705
1410,0.204399999
1411,0.198348438
1412,0.000000000
1413,0.000000000
1414,0.174741091
1415,0.124400332
1416,0.020142557
1417,0.248096342
1418,0.903110205
1419,0.008326714
1420,0.004158405
1421,0.819027078
1422,0.027023997
1423,0.061682205
1424,0.309074565
1425,0.143249183
1426,0.021604731
1427,0.003870360
1428,0.016149797
1429,0.739347305
1430,0.282213802
1431,0.711748292
1432,0.026393768
1433,0.267501697
1434,0.179261179
1435,0.160990245
1436,0.008158677
1437,0.107432730
1438,0.039185141
1439,0.266656978
1440,0.246553899
1441,0.000000000
1442,0.084804431
1443,0.060365184
1444,0.032080987
1445,0.131865899
1446,0.207902111
1447,0.159846732
1448,0.071499612
1449,0.168088266
1450,0.000000000
1451,0.014312882
1452,0.064014977
1453,0.004158405
1454,0.004373776
1455,0.000000000
1456,0.000000000
1457,0.000325525
1458,0.002262498
1459,0.033384687
1460,0.429261771
1461,0.175197315
1462,0.088406166
1463,0.412024087
1464,0.291577513
1465,0.049732914
1466,0.033686864
1467,0.456752756
1468,0.032565928
1469,0.189941084
1470,0.031081447
1471,0.076915908
1472,0.009391334
1473,0.224463749
1474,0.166288507
1475,0.905686178
1476,0.048818619
1477,0.135339650
1478,0.511473881
1479,0.011938968
1480,0.090148822
1481,0.000000000
1482,0.095135670
1483,0.016535030
1484,0.069059401
1485,0.152854217
1486,0.096049184
1487,0.000325525
1488,0.151042579
1489,0.030148424
1490,0.061013964
1491,0.197224872
1492,0.002509327
1493,0.183053526
1494,0.729391820
1495,0.287883015
1496,0.924058596
1497,0.070087538
1498,0.063707734
1499,0.106625454
1500,0.063325924
1501,0.073895191
1502,0.040973782
1503,0.154673159
1504,0.217421494
1505,0.011716172
1506,0.119807026
1507,0.004336364
1508,0.029165560
1509,0.011595105
1510,0.026090621
1511,0.223822211
1512,0.000000000
1513,0.000000000
1514,0.049401050
1515,0.002840793
1516,0.312311991
1517,0.004816814
1518,0.181773249
1519,0.002817336
1520,0.119347554
1521,0.071772681
1522,0.121052880
1523,0.180951548
1524,0.084163095
1525,0.254451259
1526,0.010733363
1527,0.015577625
1528,0.723234367
1529,0.135289836
1530,0.235505116
1531,0.217391502
1532,0.078779173
1533,0.301285718
1534,0.000000000
1535,0.342042486
1536,0.000000000
1537,0.088433942
1538,0.005215402
1539,0.067628279
1540,0.006422795
1541,0.456146078
1542,0.045292754
1543,0.166528379
1544,0.002829205
1545,0.165534148
1546,0.462128023
1547,0.053881841
1548,0.058033046
1549,0.576633429
1550,0.284193128
1551,0.008642990
1552,0.467648266
1553,0.171238321
1554,0.034041863
1555,0.236712576
1556,0.006104142
1557,0.010148248
1558,0.220165327
1559,0.015901717
1560,0.092817688
1561,0.083496575
1562,0.394921829
1563,0.409644834
1564,0.128635091
1565,0.090926178
1566,0.000000000
1567,0.033260364
1568,0.265585064
1569,0.007691203
1570,0.015112544
1571,0.078496889
1572,0.000000000
1573,0.071935046
1574,0.256860368
1575,0.534313700
1576,0.319442237
1577,0.011941876
1578,0.141378917
1579,0.013789517
1580,0.594103007
1581,0.061352973
1582,0.065209789
1583,0.008730154
1584,0.118905757
1585,0.034509657
1586,0.337281024
1587,0.028436049
1588,0.014295031
1589,0.015595065
1590,0.709486082
1591,0.005661810
1592,0.004336364
1593,0.178819617
1594,0.038447047
1595,0.607162178
1596,0.334978796
1597,0.000000000
1598,0.124015870
1599,0.004336364
1600,0.000000000
1601,0.001718089
1602,0.135860889
1603,0.234855796
1604,0.013011385
1605,0.570082525
1606,0.867023902
1607,0.208579711
1608,0.000000000
1609,0.002327047
1610,0.024596053
1611,0.006766118
1612,0.000000000
1613,0.018079262
1614,0.007691203
1615,0.691592279
1616,0.015984246
1617,0.091828461
1618,0.237029919
1619,0.039192118
1620,0.063707734
1621,0.063777644
1622,0.112711609
1623,0.018828586
1624,0.142444171
1625,0.010998157
1626,0.505870635
1627,0.037889920
1628,0.118779428
1629,0.037562895
1630,0.001694284
1631,0.123333268
1632,0.000325525
1633,0.000325525
1634,0.064337735
1635,0.228292693
1636,0.006725085
1637,0.006941571
1638,0.028847613
1639,0.000325525
1640,0.002346132
1641,0.210015664
1642,0.328024732
1643,0.062765292
1644,0.860143781
1645,0.220427569
1646,0.002346132
1647,0.015677243
1648,0.120808396
1649,0.000000000
1650,0.014228845
1651,0.003422160
1652,0.106506017
1653,0.058727540
1654,0.002833182
1655,0.698757220
1656,0.006430362
1657,0.000000000
1658,0.190106363
1659,0.000325525
1660,0.123682218
1661,0.000000000
1662,0.450020787
1663,0.274190481
1664,0.142946460
1665,0.072862164
